"crop","region","item","year","value"
"corn","eu","Total, operating costs","2009.0","311.68999999999994"
"corn","eu","Hired labor","2009.0","1.32"
"corn","eu","Opportunity cost of unpaid labor","2009.0","42.77"
"corn","eu","Capital recovery of mach and equip","2009.0","72.91"
"corn","eu","Opportunity cost of land","2009.0","85.21"
"corn","eu","Taxes and insurance","2009.0","6.32"
"corn","eu","General farm overhead","2009.0","11.83"
"corn","eu","Total, allocated overhead","2009.0","220.35999999999999"
"corn","eu","Total, costs listed","2009.0","532.05"
"corn","eu","Value of prod less total costs listed","2009.0","33.72000000000003"
"corn","eu","Value of prod less operating costs","2009.0","254.08000000000004"
"corn","eu","Yield (bushels per planted acre)","2009.0","156.0"
"corn","eu","Price (dollars per bushel at harvest)","2009.0","3.59"
"corn","eu","Enterprise size (planted acres)","2009.0","77.0"
"corn","eu","Irrigated (percent)","2009.0","2.0"
"corn","eu","Dryland (percent)","2009.0","98.0"
"corn","eu","Corn grain","2010.0","634.5"
"corn","eu","Corn silage","2010.0","4.75"
"corn","eu","Total, gross value of production","2010.0","639.25"
"corn","eu","Seed","2010.0","56.01"
"corn","eu","Fertilizer","2010.0","131.41"
"corn","eu","Chemicals","2010.0","24.55"
"corn","eu","Custom operations","2010.0","6.27"
"corn","eu","Fuel, lube, and electricity","2010.0","19.01"
"corn","eu","Repairs","2010.0","22.67"
"corn","eu","Purchased irrigation water","2010.0","0.0"
"corn","eu","Interest on operating capital","2010.0","0.26"
"corn","eu","Total, operating costs","2010.0","260.18"
"corn","eu","Hired labor","2010.0","2.34"
"corn","eu","Opportunity cost of unpaid labor","2010.0","33.8"
"corn","eu","Capital recovery of mach and equip","2010.0","71.86"
"corn","eu","Opportunity cost of land","2010.0","72.63"
"corn","eu","Taxes and insurance","2010.0","10.95"
"corn","eu","General farm overhead","2010.0","23.38"
"corn","eu","Total, allocated overhead","2010.0","214.95999999999998"
"corn","eu","Total, costs listed","2010.0","475.14"
"corn","eu","Value of prod less total costs listed","2010.0","164.11"
"corn","eu","Value of prod less operating costs","2010.0","379.07"
"corn","eu","Yield (bushels per planted acre)","2010.0","135.0"
"corn","eu","Price (dollars per bushel at harvest)","2010.0","4.7"
"corn","eu","Enterprise size (planted acres)","2010.0","63.0"
"corn","eu","Irrigated (percent)","2010.0","0.0"
"corn","eu","Dryland (percent)","2010.0","100.0"
"corn","eu","Corn grain","2011.0","807.54"
"corn","eu","Corn silage","2011.0","4.82"
"corn","eu","Total, gross value of production","2011.0","812.36"
"corn","eu","Seed","2011.0","57.97"
"corn","eu","Fertilizer","2011.0","172.68"
"corn","eu","Chemicals","2011.0","24.55"
"corn","eu","Custom operations","2011.0","6.39"
"corn","eu","Fuel, lube, and electricity","2011.0","23.96"
"corn","eu","Repairs","2011.0","23.37"
"corn","eu","Purchased irrigation water","2011.0","0.0"
"corn","eu","Interest on operating capital","2011.0","0.15"
"corn","eu","Total, operating costs","2011.0","309.07"
"corn","eu","Hired labor","2011.0","2.36"
"corn","eu","Opportunity cost of unpaid labor","2011.0","34.16"
"corn","eu","Capital recovery of mach and equip","2011.0","76.23"
"corn","eu","Opportunity cost of land","2011.0","79.04"
"corn","eu","Taxes and insurance","2011.0","11.52"
"corn","eu","General farm overhead","2011.0","24.11"
"corn","eu","Total, allocated overhead","2011.0","227.42000000000002"
"corn","eu","Total, costs listed","2011.0","536.49"
"corn","eu","Value of prod less total costs listed","2011.0","275.87"
"corn","eu","Value of prod less operating costs","2011.0","503.29"
"corn","eu","Yield (bushels per planted acre)","2011.0","129.0"
"corn","eu","Price (dollars per bushel at harvest)","2011.0","6.26"
"corn","eu","Enterprise size (planted acres)","2011.0","63.0"
"corn","eu","Irrigated (percent)","2011.0","0.0"
"corn","eu","Dryland (percent)","2011.0","100.0"
"corn","eu","Corn grain","2012.0","639.0"
"corn","eu","Corn silage","2012.0","4.02"
"corn","eu","Total, gross value of production","2012.0","643.02"
"corn","eu","Seed","2012.0","63.1"
"corn","eu","Fertilizer","2012.0","183.36"
"corn","eu","Chemicals","2012.0","25.79"
"corn","eu","Custom operations","2012.0","6.51"
"corn","eu","Fuel, lube, and electricity","2012.0","21.99"
"corn","eu","Repairs","2012.0","24.08"
"corn","eu","Purchased irrigation water","2012.0","0.0"
"corn","eu","Interest on operating capital","2012.0","0.22"
"corn","eu","Total, operating costs","2012.0","325.05"
"corn","eu","Hired labor","2012.0","2.45"
"corn","eu","Opportunity cost of unpaid labor","2012.0","35.37"
"corn","eu","Capital recovery of mach and equip","2012.0","80.05"
"corn","eu","Opportunity cost of land","2012.0","89.01"
"corn","eu","Taxes and insurance","2012.0","11.64"
"corn","eu","General farm overhead","2012.0","24.83"
"corn","eu","Total, allocated overhead","2012.0","243.34999999999997"
"corn","eu","Total, costs listed","2012.0","568.4"
"corn","eu","Value of prod less total costs listed","2012.0","74.62"
"corn","eu","Value of prod less operating costs","2012.0","317.96999999999997"
"corn","eu","Yield (bushels per planted acre)","2012.0","90.0"
"corn","eu","Price (dollars per bushel at harvest)","2012.0","7.1"
"corn","eu","Enterprise size (planted acres)","2012.0","63.0"
"corn","eu","Irrigated (percent)","2012.0","0.0"
"corn","eu","Dryland (percent)","2012.0","100.0"
"corn","eu","Corn grain","2013.0","689.08"
"corn","eu","Corn silage","2013.0","7.2"
"corn","eu","Total, gross value of production","2013.0","696.2800000000001"
"corn","eu","Seed","2013.0","67.02"
"corn","eu","Fertilizer","2013.0","179.8"
"corn","eu","Chemicals","2013.0","26.78"
"corn","eu","Custom operations","2013.0","6.77"
"corn","eu","Fuel, lube, and electricity","2013.0","24.89"
"corn","eu","Repairs","2013.0","24.31"
"corn","eu","Purchased irrigation water","2013.0","0.0"
"corn","eu","Interest on operating capital","2013.0","0.15"
"corn","eu","Total, operating costs","2013.0","329.71999999999997"
"corn","eu","Hired labor","2013.0","2.52"
"corn","eu","Opportunity cost of unpaid labor","2013.0","36.4"
"corn","eu","Capital recovery of mach and equip","2013.0","82.33"
"corn","eu","Opportunity cost of land","2013.0","96.84"
"corn","eu","Taxes and insurance","2013.0","11.87"
"corn","eu","General farm overhead","2013.0","25.07"
"corn","eu","Total, allocated overhead","2013.0","255.03"
"corn","eu","Total, costs listed","2013.0","584.75"
"corn","eu","Value of prod less total costs listed","2013.0","111.53000000000009"
"corn","eu","Value of prod less operating costs","2013.0","366.5600000000001"
"corn","eu","Yield (bushels per planted acre)","2013.0","161.0"
"corn","eu","Price (dollars per bushel at harvest)","2013.0","4.28"
"corn","eu","Enterprise size (planted acres)","2013.0","63.0"
"corn","eu","Irrigated (percent)","2013.0","0.0"
"corn","eu","Dryland (percent)","2013.0","100.0"
"corn","eu","Corn grain","2014.0","554.2099999999999"
"corn","eu","Corn silage","2014.0","8.15"
"corn","eu","Total, gross value of production","2014.0","562.3599999999999"
"corn","eu","Seed","2014.0","69.22"
"corn","eu","Fertilizer","2014.0","174.46"
"corn","eu","Chemicals","2014.0","27.28"
"corn","eu","Custom operations","2014.0","6.96"
"corn","eu","Fuel, lube, and electricity","2014.0","24.71"
"corn","eu","Repairs","2014.0","24.78"
"corn","eu","Purchased irrigation water","2014.0","0.0"
"corn","eu","Interest on operating capital","2014.0","0.1"
"corn","eu","Total, operating costs","2014.0","327.51"
"corn","eu","Hired labor","2014.0","2.57"
"corn","eu","Opportunity cost of unpaid labor","2014.0","37.08"
"corn","eu","Capital recovery of mach and equip","2014.0","85.38"
"corn","eu","Opportunity cost of land","2014.0","100.4"
"corn","eu","Taxes and insurance","2014.0","12.1"
"corn","eu","General farm overhead","2014.0","25.55"
"corn","eu","Total, allocated overhead","2014.0","263.08"
"corn","eu","Total, costs listed","2014.0","590.5899999999999"
"corn","eu","Value of prod less total costs listed","2014.0","-28.230000000000018"
"corn","eu","Value of prod less operating costs","2014.0","234.8499999999999"
"corn","eu","Yield (bushels per planted acre)","2014.0","157.0"
"corn","eu","Price (dollars per bushel at harvest)","2014.0","3.53"
"corn","eu","Enterprise size (planted acres)","2014.0","63.0"
"corn","eu","Irrigated (percent)","2014.0","0.0"
"corn","eu","Dryland (percent)","2014.0","100.0"
"corn","eu","Corn grain","2015.0","616.14"
"corn","eu","Corn silage","2015.0","7.21"
"corn","eu","Total, gross value of production","2015.0","623.35"
"corn","eu","Seed","2015.0","69.71"
"corn","eu","Fertilizer","2015.0","160.84"
"corn","eu","Chemicals","2015.0","26.11"
"corn","eu","Custom operations","2015.0","7.26"
"corn","eu","Fuel, lube, and electricity","2015.0","16.18"
"corn","eu","Repairs","2015.0","24.73"
"corn","eu","Purchased irrigation water","2015.0","0.0"
"corn","eu","Interest on operating capital","2015.0","0.26"
"corn","eu","Total, operating costs","2015.0","305.09000000000003"
"corn","eu","Hired labor","2015.0","2.66"
"corn","eu","Opportunity cost of unpaid labor","2015.0","38.42"
"corn","eu","Capital recovery of mach and equip","2015.0","87.36"
"corn","eu","Opportunity cost of land","2015.0","102.54"
"corn","eu","Taxes and insurance","2015.0","14.24"
"corn","eu","General farm overhead","2015.0","25.5"
"corn","eu","Total, allocated overhead","2015.0","270.72"
"corn","eu","Total, costs listed","2015.0","575.8100000000001"
"corn","eu","Value of prod less total costs listed","2015.0","47.539999999999964"
"corn","eu","Value of prod less operating costs","2015.0","318.26"
"corn","eu","Yield (bushels per planted acre)","2015.0","163.0"
"corn","eu","Price (dollars per bushel at harvest)","2015.0","3.78"
"corn","eu","Enterprise size (planted acres)","2015.0","63.0"
"corn","eu","Irrigated (percent)","2015.0","0.0"
"corn","eu","Dryland (percent)","2015.0","100.0"
"corn","eu","Corn grain","2016.0","535.76"
"corn","eu","Corn silage","2016.0","7.21"
"corn","eu","Total, gross value of production","2016.0","542.97"
"corn","eu","Seed","2016.0","68.0"
"corn","eu","Fertilizer","2016.0","136.3"
"corn","eu","Chemicals","2016.0","26.95"
"corn","eu","Custom operations","2016.0","7.38"
"corn","eu","Fuel, lube, and electricity","2016.0","14.02"
"corn","eu","Repairs","2016.0","24.78"
"corn","eu","Purchased irrigation water","2016.0","0.0"
"corn","eu","Interest on operating capital","2016.0","0.64"
"corn","eu","Total, operating costs","2016.0","278.07"
"corn","eu","Hired labor","2016.0","2.76"
"corn","eu","Opportunity cost of unpaid labor","2016.0","39.8"
"corn","eu","Capital recovery of mach and equip","2016.0","87.36"
"corn","eu","Opportunity cost of land","2016.0","96.84"
"corn","eu","Taxes and insurance","2016.0","14.15"
"corn","eu","General farm overhead","2016.0","25.55"
"corn","eu","Total, allocated overhead","2016.0","266.46"
"corn","eu","Total, costs listed","2016.0","544.53"
"corn","eu","Value of prod less total costs listed","2016.0","-1.5599999999999454"
"corn","eu","Value of prod less operating costs","2016.0","264.90000000000003"
"corn","eu","Yield (bushels per planted acre)","2016.0","148.0"
"corn","eu","Price (dollars per bushel at harvest)","2016.0","3.62"
"corn","eu","Enterprise size (planted acres)","2016.0","63.0"
"corn","eu","Irrigated (percent)","2016.0","0.0"
"corn","eu","Dryland (percent)","2016.0","100.0"
"soyb","us","Primary product:  Soybeans","1997.0","281.22"
"soyb","us","Total, gross value of production","1997.0","281.22"
"soyb","us","Seed","1997.0","19.72"
"soyb","us","Fertilizer","1997.0","8.0"
"soyb","us","Soil conditioners","1997.0","0.1"
"soyb","us","Manure","1997.0","0.86"
"soyb","us","Chemicals","1997.0","26.37"
"soyb","us","Custom operations","1997.0","5.85"
"soyb","us","Fuel, lube, and electricity","1997.0","7.14"
"soyb","us","Repairs","1997.0","9.4"
"soyb","us","Purchased irrigation water","1997.0","0.05"
"soyb","us","Interest on operating capital","1997.0","1.98"
"soyb","us","Total, operating costs","1997.0","79.47"
"soyb","us","Hired labor","1997.0","1.94"
"soyb","us","Opportunity cost of unpaid labor","1997.0","17.63"
"soyb","us","Capital recovery of machinery and equipment","1997.0","49.61"
"soyb","us","Opportunity cost of land","1997.0","76.74"
"soyb","us","Taxes and insurance","1997.0","6.76"
"soyb","us","General farm overhead","1997.0","13.68"
"soyb","us","Total, allocated overhead","1997.0","166.36"
"soyb","us","Total, costs listed","1997.0","245.83"
"soyb","us","Value of production less total costs listed","1997.0","32.94"
"soyb","us","Value of production less operating costs","1997.0","199.31"
"soyb","us","Yield (bushels per planted acre)","1997.0","43.0"
"soyb","us","Price (dollars per bushel at harvest)","1997.0","6.54"
"soyb","us","Enterprise size (planted acres)","1997.0","220.0"
"soyb","us","Irrigated (percent)","1997.0","5.0"
"soyb","us","Dryland (percent)","1997.0","95.0"
"soyb","us","Primary product:  Soybeans","1998.0","223.17000000000002"
"soyb","us","Total, gross value of production","1998.0","223.17000000000002"
"soyb","us","Seed","1998.0","20.46"
"soyb","us","Fertilizer","1998.0","8.0"
"soyb","us","Soil conditioners","1998.0","0.1"
"soyb","us","Manure","1998.0","0.8"
"soyb","us","Chemicals","1998.0","26.65"
"soyb","us","Custom operations","1998.0","5.84"
"soyb","us","Fuel, lube, and electricity","1998.0","5.97"
"soyb","us","Repairs","1998.0","9.59"
"soyb","us","Purchased irrigation water","1998.0","0.05"
"soyb","us","Interest on operating capital","1998.0","1.86"
"soyb","us","Total, operating costs","1998.0","79.32000000000001"
"soyb","us","Hired labor","1998.0","1.98"
"soyb","us","Opportunity cost of unpaid labor","1998.0","18.11"
"soyb","us","Capital recovery of machinery and equipment","1998.0","50.66"
"soyb","us","Opportunity cost of land","1998.0","77.66"
"soyb","us","Taxes and insurance","1998.0","6.89"
"soyb","us","General farm overhead","1998.0","12.94"
"soyb","us","Total, allocated overhead","1998.0","168.23999999999998"
"soyb","us","Total, costs listed","1998.0","247.56"
"soyb","us","Value of production less total costs listed","1998.0","-24.389999999999986"
"soyb","us","Value of production less operating costs","1998.0","143.85000000000002"
"soyb","us","Yield (bushels per planted acre)","1998.0","43.0"
"soyb","us","Price (dollars per bushel at harvest)","1998.0","5.19"
"soyb","us","Enterprise size (planted acres)","1998.0","220.0"
"soyb","us","Irrigated (percent)","1998.0","5.0"
"soyb","us","Dryland (percent)","1998.0","95.0"
"soyb","us","Primary product:  Soybeans","1999.0","178.0"
"soyb","us","Total, gross value of production","1999.0","178.0"
"soyb","us","Seed","1999.0","19.25"
"soyb","us","Fertilizer","1999.0","7.96"
"soyb","us","Soil conditioners","1999.0","0.1"
"soyb","us","Manure","1999.0","0.79"
"soyb","us","Chemicals","1999.0","24.88"
"soyb","us","Custom operations","1999.0","5.86"
"soyb","us","Fuel, lube, and electricity","1999.0","5.9"
"soyb","us","Repairs","1999.0","9.79"
"soyb","us","Purchased irrigation water","1999.0","0.05"
"soyb","us","Interest on operating capital","1999.0","1.75"
"soyb","us","Total, operating costs","1999.0","76.33"
"soyb","us","Hired labor","1999.0","2.01"
"soyb","us","Opportunity cost of unpaid labor","1999.0","18.46"
"soyb","us","Capital recovery of machinery and equipment","1999.0","51.58"
"soyb","us","Opportunity cost of land","1999.0","79.74"
"soyb","us","Taxes and insurance","1999.0","6.77"
"soyb","us","General farm overhead","1999.0","14.13"
"soyb","us","Total, allocated overhead","1999.0","172.69"
"soyb","us","Total, costs listed","1999.0","249.01999999999998"
"soyb","us","Value of production less total costs listed","1999.0","-71.01999999999998"
"soyb","us","Value of production less operating costs","1999.0","101.67"
"soyb","us","Yield (bushels per planted acre)","1999.0","40.0"
"soyb","us","Price (dollars per bushel at harvest)","1999.0","4.45"
"soyb","us","Enterprise size (planted acres)","1999.0","220.0"
"soyb","us","Irrigated (percent)","1999.0","5.0"
"soyb","us","Dryland (percent)","1999.0","95.0"
"soyb","us","Primary product:  Soybeans","2000.0","182.45000000000002"
"soyb","us","Total, gross value of production","2000.0","182.45000000000002"
"soyb","us","Seed","2000.0","19.18"
"soyb","us","Fertilizer","2000.0","7.87"
"soyb","us","Soil conditioners","2000.0","0.14"
"soyb","us","Manure","2000.0","0.84"
"soyb","us","Chemicals","2000.0","22.32"
"soyb","us","Custom operations","2000.0","5.94"
"soyb","us","Fuel, lube, and electricity","2000.0","8.6"
"soyb","us","Repairs","2000.0","10.17"
"soyb","us","Purchased irrigation water","2000.0","0.06"
"soyb","us","Interest on operating capital","2000.0","2.16"
"soyb","us","Total, operating costs","2000.0","77.28"
"soyb","us","Hired labor","2000.0","2.03"
"soyb","us","Opportunity cost of unpaid labor","2000.0","19.49"
"soyb","us","Capital recovery of machinery and equipment","2000.0","53.61"
"soyb","us","Opportunity cost of land","2000.0","80.12"
"soyb","us","Taxes and insurance","2000.0","7.01"
"soyb","us","General farm overhead","2000.0","14.56"
"soyb","us","Total, allocated overhead","2000.0","176.82"
"soyb","us","Total, costs listed","2000.0","254.1"
"soyb","us","Value of production less total costs listed","2000.0","-71.64999999999998"
"soyb","us","Value of production less operating costs","2000.0","105.17000000000002"
"soyb","us","Yield (bushels per planted acre)","2000.0","41.0"
"soyb","us","Price (dollars per bushel at harvest)","2000.0","4.45"
"soyb","us","Enterprise size (planted acres)","2000.0","220.0"
"soyb","us","Irrigated (percent)","2000.0","5.0"
"soyb","us","Dryland (percent)","2000.0","95.0"
"soyb","us","Primary product:  Soybeans","2001.0","178.616"
"soyb","us","Total, gross value of production","2001.0","178.616"
"soyb","us","Seed","2001.0","22.59"
"soyb","us","Fertilizer","2001.0","8.32"
"soyb","us","Soil conditioners","2001.0","0.11"
"soyb","us","Manure","2001.0","1.09"
"soyb","us","Chemicals","2001.0","22.89"
"soyb","us","Custom operations","2001.0","6.13"
"soyb","us","Fuel, lube, and electricity","2001.0","8.69"
"soyb","us","Repairs","2001.0","10.59"
"soyb","us","Purchased irrigation water","2001.0","0.06"
"soyb","us","Interest on operating capital","2001.0","1.36"
"soyb","us","Total, operating costs","2001.0","81.83000000000001"
"soyb","us","Hired labor","2001.0","2.04"
"soyb","us","Opportunity cost of unpaid labor","2001.0","20.17"
"soyb","us","Capital recovery of machinery and equipment","2001.0","55.75"
"soyb","us","Opportunity cost of land","2001.0","81.98"
"soyb","us","Taxes and insurance","2001.0","7.14"
"soyb","us","General farm overhead","2001.0","15.17"
"soyb","us","Total, allocated overhead","2001.0","182.24999999999997"
"soyb","us","Total, costs listed","2001.0","264.08"
"soyb","us","Value of production less total costs listed","2001.0","-85.46399999999997"
"soyb","us","Value of production less operating costs","2001.0","96.786"
"soyb","us","Yield (bushels per planted acre)","2001.0","43.04"
"soyb","us","Price (dollars per bushel at harvest)","2001.0","4.15"
"soyb","us","Enterprise size (planted acres)","2001.0","220.0"
"soyb","us","Irrigated (percent)","2001.0","5.0"
"soyb","us","Dryland (percent)","2001.0","95.0"
"soyb","us","Primary product:  Soybeans","2002.0","208.0"
"soyb","us","Total, gross value of production","2002.0","208.0"
"soyb","us","Seed","2002.0","25.45"
"soyb","us","Fertilizer","2002.0","6.79"
"soyb","us","Soil conditioners","2002.0","0.11"
"soyb","us","Manure","2002.0","0.4"
"soyb","us","Chemicals","2002.0","17.12"
"soyb","us","Custom operations","2002.0","6.16"
"soyb","us","Fuel, lube, and electricity","2002.0","6.98"
"soyb","us","Repairs","2002.0","9.76"
"soyb","us","Purchased irrigation water","2002.0","0.12"
"soyb","us","Interest on operating capital","2002.0","0.61"
"soyb","us","Total, operating costs","2002.0","73.50000000000001"
"soyb","us","Hired labor","2002.0","1.84"
"soyb","us","Opportunity cost of unpaid labor","2002.0","15.59"
"soyb","us","Capital recovery of machinery and equipment","2002.0","43.3"
"soyb","us","Opportunity cost of land","2002.0","80.74"
"soyb","us","Taxes and insurance","2002.0","5.66"
"soyb","us","General farm overhead","2002.0","11.37"
"soyb","us","Total, allocated overhead","2002.0","158.5"
"soyb","us","Total, costs listed","2002.0","232.0"
"soyb","us","Value of production less total costs listed","2002.0","-24.0"
"soyb","us","Value of production less operating costs","2002.0","134.5"
"soyb","us","Yield (bushels per planted acre)","2002.0","40.0"
"soyb","us","Price (dollars per bushel at harvest)","2002.0","5.2"
"soyb","us","Enterprise size (planted acres)","2002.0","268.0"
"soyb","us","Irrigated (percent)","2002.0","9.0"
"soyb","us","Dryland (percent)","2002.0","91.0"
"soyb","us","Primary product:  Soybeans","2003.0","233.4704"
"soyb","us","Total, gross value of production","2003.0","233.4704"
"soyb","us","Seed","2003.0","27.42"
"soyb","us","Fertilizer","2003.0","7.39"
"soyb","us","Soil conditioners","2003.0","0.12"
"soyb","us","Manure","2003.0","0.46"
"soyb","us","Chemicals","2003.0","16.92"
"soyb","us","Custom operations","2003.0","6.32"
"soyb","us","Fuel, lube, and electricity","2003.0","8.73"
"soyb","us","Repairs","2003.0","9.77"
"soyb","us","Purchased irrigation water","2003.0","0.12"
"soyb","us","Interest on operating capital","2003.0","0.41"
"soyb","us","Total, operating costs","2003.0","77.66"
"soyb","us","Hired labor","2003.0","1.9"
"soyb","us","Opportunity cost of unpaid labor","2003.0","16.11"
"soyb","us","Capital recovery of machinery and equipment","2003.0","43.43"
"soyb","us","Opportunity cost of land","2003.0","81.93"
"soyb","us","Taxes and insurance","2003.0","5.8"
"soyb","us","General farm overhead","2003.0","11.66"
"soyb","us","Total, allocated overhead","2003.0","160.83"
"soyb","us","Total, costs listed","2003.0","238.49"
"soyb","us","Value of production less total costs listed","2003.0","-5.019599999999997"
"soyb","us","Value of production less operating costs","2003.0","155.81040000000002"
"soyb","us","Yield (bushels per planted acre)","2003.0","35.59"
"soyb","us","Price (dollars per bushel at harvest)","2003.0","6.56"
"soyb","us","Enterprise size (planted acres)","2003.0","268.0"
"soyb","us","Irrigated (percent)","2003.0","9.0"
"soyb","us","Dryland (percent)","2003.0","91.0"
"soyb","us","Primary product:  Soybeans","2004.0","253.45599999999996"
"soyb","us","Total, gross value of production","2004.0","253.45599999999996"
"soyb","us","Seed","2004.0","29.71"
"soyb","us","Fertilizer","2004.0","8.09"
"soyb","us","Soil conditioners","2004.0","0.13"
"soyb","us","Manure","2004.0","0.48"
"soyb","us","Chemicals","2004.0","16.07"
"soyb","us","Custom operations","2004.0","6.38"
"soyb","us","Fuel, lube, and electricity","2004.0","9.44"
"soyb","us","Repairs","2004.0","10.7"
"soyb","us","Purchased irrigation water","2004.0","0.13"
"soyb","us","Interest on operating capital","2004.0","0.64"
"soyb","us","Total, operating costs","2004.0","81.77"
"soyb","us","Hired labor","2004.0","2.04"
"soyb","us","Opportunity cost of unpaid labor","2004.0","16.12"
"soyb","us","Capital recovery of machinery and equipment","2004.0","47.49"
"soyb","us","Opportunity cost of land","2004.0","83.88"
"soyb","us","Taxes and insurance","2004.0","5.85"
"soyb","us","General farm overhead","2004.0","11.86"
"soyb","us","Total, allocated overhead","2004.0","167.24"
"soyb","us","Total, costs listed","2004.0","249.01"
"soyb","us","Value of production less total costs listed","2004.0","4.4459999999999695"
"soyb","us","Value of production less operating costs","2004.0","171.68599999999998"
"soyb","us","Yield (bushels per planted acre)","2004.0","45.26"
"soyb","us","Price (dollars per bushel at harvest)","2004.0","5.6"
"soyb","us","Enterprise size (planted acres)","2004.0","268.0"
"soyb","us","Irrigated (percent)","2004.0","9.0"
"soyb","us","Dryland (percent)","2004.0","91.0"
"soyb","us","Primary product:  Soybeans","2005.0","264.57439999999997"
"soyb","us","Total, gross value of production","2005.0","264.57439999999997"
"soyb","us","Seed","2005.0","32.62"
"soyb","us","Fertilizer","2005.0","10.06"
"soyb","us","Soil conditioners","2005.0","0.13"
"soyb","us","Manure","2005.0","0.6"
"soyb","us","Chemicals","2005.0","13.59"
"soyb","us","Custom operations","2005.0","6.67"
"soyb","us","Fuel, lube, and electricity","2005.0","13.62"
"soyb","us","Repairs","2005.0","11.29"
"soyb","us","Purchased irrigation water","2005.0","0.13"
"soyb","us","Interest on operating capital","2005.0","1.5"
"soyb","us","Total, operating costs","2005.0","90.21000000000001"
"soyb","us","Hired labor","2005.0","2.03"
"soyb","us","Opportunity cost of unpaid labor","2005.0","16.77"
"soyb","us","Capital recovery of machinery and equipment","2005.0","50.17"
"soyb","us","Opportunity cost of land","2005.0","86.68"
"soyb","us","Taxes and insurance","2005.0","6.06"
"soyb","us","General farm overhead","2005.0","12.47"
"soyb","us","Total, allocated overhead","2005.0","174.18"
"soyb","us","Total, costs listed","2005.0","264.39"
"soyb","us","Value of production less total costs listed","2005.0","0.18439999999998236"
"soyb","us","Value of production less operating costs","2005.0","174.36439999999996"
"soyb","us","Yield (bushels per planted acre)","2005.0","46.58"
"soyb","us","Price (dollars per bushel at harvest)","2005.0","5.68"
"soyb","us","Enterprise size (planted acres)","2005.0","268.0"
"soyb","us","Irrigated (percent)","2005.0","9.0"
"soyb","us","Dryland (percent)","2005.0","91.0"
"soyb","us","Primary product:  Soybeans","2006.0","254.84"
"soyb","us","Total, gross value of production","2006.0","254.84"
"soyb","us","Seed","2006.0","32.3"
"soyb","us","Fertilizer","2006.0","13.05"
"soyb","us","Chemicals","2006.0","14.46"
"soyb","us","Custom operations","2006.0","6.01"
"soyb","us","Fuel, lube, and electricity","2006.0","13.51"
"soyb","us","Repairs","2006.0","11.8"
"soyb","us","Purchased irrigation water","2006.0","0.11"
"soyb","us","Interest on operating capital","2006.0","2.17"
"soyb","us","Total, operating costs","2006.0","93.41"
"soyb","us","Hired labor","2006.0","1.78"
"soyb","us","Opportunity cost of unpaid labor","2006.0","15.2"
"soyb","us","Capital recovery of machinery and equipment","2006.0","60.38"
"soyb","us","Opportunity cost of land","2006.0","86.17"
"soyb","us","Taxes and insurance","2006.0","7.93"
"soyb","us","General farm overhead","2006.0","13.22"
"soyb","us","Total, allocated overhead","2006.0","184.68"
"soyb","us","Total, costs listed","2006.0","278.09000000000003"
"soyb","us","Value of production less total costs listed","2006.0","-23.25000000000003"
"soyb","us","Value of production less operating costs","2006.0","161.43"
"soyb","us","Yield (bushels per planted acre)","2006.0","46.0"
"soyb","us","Price (dollars per bushel at harvest)","2006.0","5.54"
"soyb","us","Enterprise size (planted acres)","2006.0","303.0"
"soyb","us","Irrigated (percent)","2006.0","9.0"
"soyb","us","Dryland (percent)","2006.0","91.0"
"soyb","us","Primary product:  Soybeans","2007.0","357.75"
"soyb","us","Total, gross value of production","2007.0","357.75"
"soyb","us","Seed","2007.0","39.767167039151055"
"soyb","us","Fertilizer","2007.0","15.31"
"soyb","us","Chemicals","2007.0","15.0"
"soyb","us","Custom operations","2007.0","6.511323225339657"
"soyb","us","Fuel, lube, and electricity","2007.0","15.225823466516601"
"soyb","us","Repairs","2007.0","12.360379572312887"
"soyb","us","Purchased irrigation water","2007.0","0.111361813650615"
"soyb","us","Interest on operating capital","2007.0","2.34"
"soyb","us","Total, operating costs","2007.0","106.62605511697082"
"soyb","us","Hired labor","2007.0","1.9328548677546427"
"soyb","us","Opportunity cost of unpaid labor","2007.0","16.159788206447462"
"soyb","us","Capital recovery of machinery and equipment","2007.0","64.59255827638877"
"soyb","us","Opportunity cost of land","2007.0","85.1400020982394"
"soyb","us","Taxes and insurance","2007.0","8.70958197604309"
"soyb","us","General farm overhead","2007.0","13.886054666773857"
"soyb","us","Total, allocated overhead","2007.0","190.42084009164722"
"soyb","us","Total, costs listed","2007.0","297.046895208618"
"soyb","us","Value of production less total costs listed","2007.0","60.703104791381975"
"soyb","us","Value of production less operating costs","2007.0","251.1239448830292"
"soyb","us","Yield (bushels per planted acre)","2007.0","45.0"
"soyb","us","Price (dollars per bushel at harvest)","2007.0","7.95"
"soyb","us","Enterprise size (planted acres)","2007.0","303.0"
"soyb","us","Irrigated (percent)","2007.0","9.0"
"soyb","us","Dryland (percent)","2007.0","91.0"
"soyb","us","Primary product:  Soybeans","2008.0","450.64000000000004"
"soyb","us","Total, gross value of production","2008.0","450.64000000000004"
"soyb","us","Seed","2008.0","44.34941435300637"
"soyb","us","Fertilizer","2008.0","25.12"
"soyb","us","Chemicals","2008.0","15.73"
"soyb","us","Custom operations","2008.0","6.557777279024661"
"soyb","us","Fuel, lube, and electricity","2008.0","20.2"
"soyb","us","Repairs","2008.0","12.911257841507343"
